text,label,theme,sentiment,date,source,Facility
"The original appointment was easy to schedule with the advice nurse however when I had to reschedule due to lack of childcare, I had to try three different phone numbers/departments before someone could facilitate the reschedule. Apparently because it is a speciality appointment, the practice couldn't reschedule so I was sent to referrals who also couldn't reschedule and then I was sent to speciality who couldn't do it until they had a manager's approval.",Mixed,Referral,0,3/21/2025,Yelp,Competition
"I called on Thursday 12/14 to make an appointment as an employee and was told we are not accepting new patients including employees. Going back and forth between the health plan and calling back on Friday morning I was told that was was communicated to me on Thursday was not true and the young lady made an appointment for me to see Dr. Belinda within an hour or two, she gave me a choice to see the Dr. Or PA . I am very happy with the outcome . Thank you !",Mixed,Communication,0,9/20/2024,Google,Competition
The door was left open for my visit which I wasn't okay with but was told she couldn't breathe becuz someone was wearing perfume which it wasn't me. She actually came in kindOf accusing me when I had already spoke or asked I should say the girl who took my vitals what was the name of her perfume because I could smell it. She provided the name. But the provider thought it was me not even knowing it was her own. I didn't snitch in the assistant she was nice,Mixed,"Other (Focuses on perception of personal space and professionalism, not explicitly covered by the given categories)",0,6/12/2025,Google,Competition
My wife was in attendance and we left there with the feeling you get when shopping for a new car. The salesman ( intern) was going to befriend you and then drag you into the sales manager ( Dr Valicenti) for the closing. I immediately made arrangements for a second opinion outside of UC Davis and will continue my treatment with another health care. I understand your a teaching facility but I liken the experience to going to a barber college for a haircut.,Positive,Other (Sales-like approach in healthcare service),0.75,7/10/2024,Yelp,Competition
"The only awkward thing was the follow up schedule. Even though there was someone in the discharge desk, she told me to go out and schedule with the receptionist. That wA fine, but the couple who came out later made a big fuss about it and the one receptionist was checking someone in, had a couple people in line and then these people grabbing nurses to get them to discharge again and being loud and almost belligerent.  I felt sorry for the front desk lady.",Negative,Wait Time,-0.75,10/15/2024,Yelp,Competition
"I don't think I arrived too early but there was a wait to enter the patient service area and to see the physicians. I wasn't told a physician other than Dr Copenhaver would be perforate injection. Pleasant physician but I signed up to see Dr. Copenhaver, no one else. This is a common problem at UCDMC and why private pay patients go elsewhere. I know this I established the UCDMC Faculty Physicians Group in Davis, CA and it was an issue with UCD employees.",Mixed,Wait Time,0,7/2/2024,Yelp,Competition
I love the doctor and the people at the Sport Med. Clinic on the UCD campus.  Parking is ridiculous.  I know the campus and still had trouble figuring it out. During the regular school term this would be impossible for anyone with mobility issues.  Scheduling was a nightmare.  The UCD Med website still has the wrong location for the doctor.  Having a call center for scheduling and referrals only works IF the people working there have correct information.,Mixed,"Parking, Scheduling, Information (Other)",0,10/18/2024,Google,Competition
"My son Is to see dr aizenbiurg every six months most of the time it goes to seven or eight months because there are no dates available with dr aizenburg. I've also had this discussion with his primary care doctor as well, and the receptionists encourage us to schedule with other doctors that are available sooner even though my son has a very special needs and his doctors want to see him specifically not other doctors that don't know him and his history.",Negative,Appointment Scheduling (Wait Time),-0.75,6/22/2025,X/Twitter,Competition
"I had a sore on my tongue which recurred.  I thought it might be serious.  I scheduled a visit with PA Christianson and she was excellent.  However, she referred me for a follow up assessment with an ENT.  Thereafter,  I could not get an appointment with an ENT in time for such a doctor to look at the sore on my tongue.  If it was cancer, I would probably die before I could get an appointment.  So I got charged $350.00 for a nothing burger.  Rediculous.",Mixed,"Emotional Support, Wait Time, Billing, Referral",0,5/31/2025,Yelp,Competition
"There was a lack of information leading up to the procedure, I asked the scheduler but they didn't have any information on whether I needed to be NPO, needed a driver, etc. Come to find out, I needed a physical therapy appointment the same day as the procedure, none of this was communicated to me and it was a very unorganized day. Thankfully, the office staff were able get me a PT appt after the procedure so the procedure did not have to be rescheduled.",Mixed,Communication,0,12/27/2024,X/Twitter,Competition
I had been in the ER on Thanksgiving evening and needed a follow up with my PC. I called two times and left a message once with a answering company. I was told that I would get a return call from an advice nurse and never did. I sent an e-mail to my PC and received an automated reply stating that my e-mail would not be read and that I could call again or re-e-mail.I spoke to Amit at Patient Relations and wonderful Blia at EG called with an appointment.,Mixed,Emotional Support (Communication),0,2/23/2025,Google,Competition
"I am repeating what I think is important for folks in power to know:We are fortunate that there are many solid hospitals in this area which are ""in-network"" within our insurance. Having choices is optimal. I choose to remain a patient with UC Davis because Dr Riggle continues to work at this clinic. As one of his patients, I am sure I am not alone with this contemplation. Do whatever is necessary to keep this excellent physician contented and on staff.",Positive,Staff,0.75,7/30/2024,X/Twitter,Competition
My experience is always good with Dr Gibson. I just think he's great. Also the young man that added me to the list so that I can help with some of the studies in regards to heart failure was just such a nice young man too. And Aaron in the Pharmacy Cypress Pharmacy she's great. I just love UC Davis. I believe they saved my life. Dr Gibson I just love him he is so good and understanding and helpful and kind and I couldn't ask for a better heart doctor.,Positive,Staff,0.75,1/4/2025,X/Twitter,Competition
Appts are not readily available. Often 2 mos away. F/u questions hard to get answers for same reason. Sent my questions via My Chart but can't give answers via My Chart. So hard to make decisions waiting for a cancelation appt. Phone appts should be more available while doing testing and deciding next step. Next appt is in November. A little frustrating to not get f/u questions answered more timely. Dr Teng is fabulous. This in no way reflects on her.,Mixed,Wait Time,0,6/16/2025,Google,Competition
One good experience on the degree to which I was Informed about any delays Is good because I do not remember the nurse telling me that the care provider and the dietian were going to be late.One good experience on the wait time at clinic( from arriving to leaving) Is good because my mom and I had to wait for a few hours before the nurse came to call my mom and I so that the nurse can get my weight and blood before I see the care provider and dietian.,Mixed,Wait Time,0,2/17/2025,X/Twitter,Competition
UCD has picture of my scrotum which shows my entire penis. The staff had print out of my penis on the top of the counter at one point the entire staff ( 2 doctors and a nurse) lost track of it. Why would anyone print out a picture if it can be pulled up on computer screen and avoid privacy issues by printing hard copy and lose track of it. The experience  made me feel very uncomfortable having a picture of my private parts floating around the office.,Negative,Privacy (Other),-0.75,11/18/2024,Google,Competition
"When I called for an appointment with my new doctor the receptionist told me I shouldn't have been able to change my doctor because they were told that wasn't being allowed until January. I felt a little like she was accusing me of something nefarious. Once she pulled my medical record she saw it was indeed changed. Minor annoyance, but I don't just call to make an appointment for fun or to tie up my doctors. I did not like being talked to that way.",Negative,Referral,-0.75,7/6/2024,X/Twitter,Competition
"We met a nurse that was new to us, Kelly, and she was abolutely fabulous. She was patient and calm and confident. I thought to myself ""Oh, she is goooood, look at my son not even bat an eye and take that medicine for her."" It is apparent that she has kids of her own or has been doing this a while. She is a valuable part of your team. You guys really do have the best nurses- shout out to Melissa too, we missed seeing you these last two times Melissa!",Positive,Staff (specifically: Bedside Manners),0.75,8/9/2024,Google,Competition
"My initial appt was cancelled by the clinic without my knowledge, I made provisions and went to the appt to learn the doctor was not in and a separate appt had been set for me which was not arranged by me. It was scheduled be in the middle of my work day, when I ask to reschedule I was told the next appt would be in Oct. I elected to keep the appointment which I had to work around my work schedule to be seen. Thank you for the opportunity to share.",Negative,Referral,-0.75,11/20/2024,Yelp,Competition
"After my primary doctor referred me, I was told endocrinology would contact me for appointment.  After waiting an extra week past the time I was advised endo would call, I finally called them.1st appointment not available until January, Referral was done in Sept. After inquiring about wait list for cancellation, was told I would be called if earlier appointment available.  Not once was I contacted. Hard to believe that no one cancelled in 4 months.",Negative,Referral,-0.75,12/20/2024,X/Twitter,Competition
"I had to really hustle through bad traffic to get to the appt on time -- it would have been nice to get a text saying I was going to have to wait a half hour. They did get me into a room more quickly than expected, nut then I had to wait 20 minutes before the doctor came. As I had another appt pending -- and an hour drive to get there -- this was frustrating. Usually time is GREAT at this practice, so I will chalk it up to a bad day for the clinic.",Mixed,Wait Time,0,3/14/2025,Google,Competition
I felt that the application of the leads for the stress tests could have been applied with the patient laying down and the gown opening in the front. The bottom half can be lifted and the tech can reach under and apply stickers and then the reverse pushing the top of the gown down and reaching under. Just a suggestion from breast cancer survivor who has had tons of medical professions view her breasts. I know that one step can be improved a little.,Negative,"Other (Bedside Manners, specifically relating to Patient Dignity and Privacy)",-0.75,3/28/2025,X/Twitter,Competition
"I have no problems with the pain management unit per se. I have serious problems with UCD's pain Mangement and pain treatment practices. I shared my concerns with the pain Mgt. Staff. However, it was clear that they had no ability to correct what I consider to be major UCD systems failures. I will be happy to share my latest experience with someone who can actually do something about it. The experience with my wrist has almost led me to leave UCD!!",Mixed,Pain Management,0,6/2/2025,Google,Competition
"This poor rating does not reflect my feelings on the provider--she was lovely and seemed very knowledgeable. Having to wait 5 months for an appointment would prevent me from recommending this practice, particularly for babies and toddlers where I believe even a few months of hearing issues can have a big impact on language development (calculating it out it took 25% of my son's life to get this appointment from the time of the initial referral :) )",Mixed,Wait Time,0,3/28/2025,X/Twitter,Competition
"Arrived at 10 am for a 10:30 appointment.  After short wait had initial evaluation, then to second waiting room for short wait until pictures of retina were taken.  Back to general waiting room at about 10:30 and waited until approximately 1:30 to see Dr. Yiu for about a 15 minute appointment.  Having a 3 hour wait for a 15 minute appointment is difficult, especially for elderly patients.  Is there a better way these appointments could be handled?",Mixed,Wait Time,0,3/25/2025,Google,Competition
She was just following orders about taking my automated blood pressure. I told that I was anxious at Dr. Visits and my cardiologist suggested that my blood pressure should be taken manually after I have rested for 20 min. But of course she had to follow protocol and my BP was 170/94. Later that night my BP was133/83. High BP readings in a Dr office cause extra anxiety for the patient. My cardiologist as well as my husband's always take manual BPs.,Negative,"Emotional Support, Staff",-0.75,11/13/2024,Google,Competition
"Angel is reception/intake at ENT Sacramento clinic. He no longer has his phone on his desk to keep him busy, Now it is a journal which sits to the right of the computer and keeps him busy. Nothing has changed with Angel for years. He does not greet anyone, makes the least amount of effort possible and really would rather not be there. He is the only reception/intake person like this at the clinic. This is why the score is not higher for the clinic",Neutral,Other (Etiquette/Interpersonal Skills),0,6/16/2025,X/Twitter,Competition
When Dr Li wrote the prescription. There was one more step that needed to be taken for the pharmacy to fill it. It took 24hrs for that step to be taken. It was a drug interaction step. I tried to pickup my meds at noon the day of the appointment and it's now 2pm and I still haven't been able. The pharmacy and nurses tried to contact any doctor or anyone capable of giving the approval. No one answered until finally my primary answered this morning.,Negative,Medication,-0.75,8/3/2024,Yelp,Competition
"The person who scheduled me scheduled the wrong ophthalmologist. I specifically asked her to schedule for a corneal scan and she scheduled me with a retinal specialist. The techs did a great job in getting me the scan I needed while I was there so I didn't leave empty-handed.The availability of appointments was also abysmal. I'm used to scheduling months in advance for a specialist, but for a specialist to only work one day a week is just insane.",Mixed,Scheduling (Other),0,3/6/2025,Yelp,Competition
"My PCP had to send five (!) copies of a referral to the cancer center until it was even acknowledged.  I believe that finally happened because I refused to hang up until I spoke with a customer service rep who was willing to help.  It took more than a week and many phone calls for that to happen.  When the referral was finally accepted It only took 36 hours for a return phone call.  It was a very bad, frustrating, and not encouraging experience.",Negative,Referral,-0.75,11/9/2024,Yelp,Competition
"Every time I tried to logon to my webpage I have an issue. Either my password doesn't work, or my user name is different, and on, and on it goes.I don't know why it needs to be so difficult.Once I finally got connected yesterday, I was an hour late! But I entered the chat room, and eventually Dr. Chang got to me. It was not her fault, it was my fault and the systems fault.It needs to simply be KISS for people in their 70s and 80s in my opinion.",Mixed,Other (System Usability),0,2/3/2025,Google,Competition
We had problems with response delays from the doctor's office. This particular appointment was fine but I was supposed to receive a call from the doctor's office to schedule an appointment at the beginning of September. I ended up calling myself after a three weeks wait and was able to schedule it. During this appointment we found out our doctor won't be able to perform my mom's surgery since he is leaving the hospital at the end of this month.,Mixed,Communication,0,6/24/2025,Yelp,Competition
A man walked into the room as I was laying on the table with a drape no clothes he never introduced himself or said a a word. No one else introduced him either I had to ask Shanna the LVN who he was and what he was doing in the room   I was told he was the scribe    My privacy was not considered and I was not asked if he could be in the room. Then I read his note and more than 50% of the note was not discussed and the information is not correct,Negative,"Other (Privacy, Communication, Bedside Manners)",-0.75,8/28/2024,Google,Competition
"While in the hospital after surgery I did have 1 nurse (Clay) that was having a bad day. He forgot my back brace that I so desperately needed in transport to Xray. I was screaming in pain. He also dropped my pain pill on the floor and still gave it to me. I complained, and the head nurse made him apologize to me, then removed him from my care for the rest of my stay. Got a new nurse Brett, he was an amazing person who took very good care of me.",Mixed,Staff (specifically Bedside Manners),0,5/19/2025,X/Twitter,Competition
"If every facility ran as this one did, it would save lives on both fronts... The mental health side (indirect), in addition to the direct lives you touch and help.Someone who has just had a heart transplant should be given more than 3 days of immunosuppressants and not fail 3-4 times, speak to 4 nurses, and still have zero documented record of anything whatsoever... Thats the VA. Shitting on the organs donor and burning dollars to save pennies.",Negative,"Emotional Support (indirect), Facilities (direct)",-0.75,12/23/2024,Yelp,Competition
"Outstanding care by Dr. Bukkapatnam.   Any patient who complains about having to wait a few minutes to see this physician should go seek care elsewhere and enjoy being rushed through an appointment by some doctor who doesn't bother to get to know them as an individual.  I am a retired medical practitioner of Internal Medicine, so I know and appreciate quality medical care when I see it.  I am indeed fortunate to be a patient of Dr. Bukkapatnam.",Mixed,Staff,0,11/13/2024,Yelp,Competition
"Online scheduling is not easy due to the unpredictable release of Dr Riggle's future schedule. Many times the msg is ""no appt available at this time"" when attempting to schedule on mychart. Also, the call center Is not much help when they don't have access to his schedule as well.  Dr Riggle has an excellent turnaround time for replies when messaging on mychart. He and his staff are very responsive which is appreciated and valued as a patient.",Mixed,Schedule Management (Online),0,4/24/2025,Google,Competition
"In attempting to schedule an appointment after receiving a message that a referral had been made got me to someone who did not know about the referral, did not know the person who left the message and made an appointment for me with the wrong doctor. I cancelled that appointment.  The attempt to make an appointment with the right doctor went very smoothly and rates a 5.  Why this could not have gone this smoothly in the first place baffles me.",Mixed,Referral,0,11/18/2024,X/Twitter,Competition
"It was important that both my brother be included in the doctor consult; however, they weren't both allowed in. Possible surgery is serious for someone her age and I am very disappointed they both couldn't be accommodated for this one specific visit. Parents have been married for 66 years and it was important to my 93-year-old father. Because of their age, though, it was important for my brother to be there to make sure it was all understood.",Negative,Emotional Support,-0.75,8/26/2024,Yelp,Competition
"Again, the doctor communicated-listened and expressed empathy and insight. However, because UCD does not offer urgent care we have found the after-hour care unhelpful because we are always told to go to a third-party urgent care or the ER. UCD med is not providing a robust medical system that meets our child's and our family needs. We have a difficult time receiving care from UCD med, instead we receive it from third party vendor... NOT OKAY!",Mixed,"Emotional Support, Communication, Referral",0,5/25/2025,X/Twitter,Competition
This appt was routine and pre-scheduled sometime ago. I gave such a bad rating hoping you might read it. The call center is nearly impossible to work with. I'm so disgusted with it that when I need an appointment I DRIVE TO THE CLINIC to make an appointment. Not very efficient if I'm sick. I've been complaining about this ever since you pulled the customer service from the clinic and made it a central customer call center. IT'sS A NIGHTMARE.,Negative,"Communication (or Other, depending on interpretation)",-0.75,8/10/2024,Google,Competition
"In the past it has been impossible to have a consistent relationship with Dr Linfesty, to busy referred to other available doc.  UGH!  Two of my previous doc left UCD.  They were too busy to see as well.  I want a consistent relationship with my doc otherwise how can he correctly evaluate my needs.  Been very unsatisfied with UCD doc/patient experiences.  I rarely need a doc but when I do I want to get in promptly and see the same physician!",Negative,Emotional Support (Relationship with Doctor),-0.75,12/16/2024,X/Twitter,Competition
"Dr. Sanchez was very professional and concerned about anything that I was concerned about, unlike the other people in that office. I was told that I shouldn't be on enough pain to need any pain killers for pain management. I was prescribed only 10 pain pills apon my release after my skin grafts surgery. No Doctor should EVER tell their patient, or any patient period how much pain they think they are in. Other than that. You guys are awesome!",Mixed,Emotional Support,0,10/17/2024,Yelp,Competition
"I was delighted to get a cancellation appointment with a Dermatologist on such short notice because in an earlier attempt to make an appointment with a different dermatologist (who I considered ""my"" dermatologist - the one I originally saw and was a continuing patient with ) I made an appointment in November and had to wait until June 20th to see her.  That is too long when I have a history of a cancerous lesion and suspect I have a new one.",Mixed,"Emotional Support, Staff (implied), Referral, Communication",0,5/27/2025,Yelp,Competition
"I was there for an hour, but with doctor or nurse only about 5 minutes.  I understand they may have had serious issues with other patientsso wouldn't complain about that.  The nurse was on phone for long period while I waited in the exam room for a checkout. I came out twice to see if I could just leave  but she didn't interrupt her call for even a second to signal whether I could leave or should stay. So not great. But not life threatening.",Negative,Wait Time,-0.75,10/31/2024,Google,Competition
"My doctor is excellent, as are most of the staff. The new building was designed with no regard for patient access from the parking lot; there is no quick or obvious way to get there once you park. Sidewalks don't lead where you need to go. Entrances aren't clearly marked, there's no reception desk to inquire at, and no signs indicating where to go. It's like a maze. A few signs and a receptionist or dedicated greeter would help a great deal.",Mixed,Facilities (Infrastructure & Navigation),0,12/25/2024,Google,Competition
Biggest problem was finding out what non-emergency medical care was available on a weekend (COVID care - checking to see if antiviral needed due to age). Finally found a phone number for mychart app support & she navigated me to Express & video chat as well as location of my medical record number. Prior to finding that number & her support I was EXTREMELY frustrated trying find out what to do. So the ratings above are AFTER I talked to her.,Mixed,Referral,0,4/16/2025,Yelp,Competition
Person that called my mispronounced name from the hallway ( that I could not see from were I was sitting) I Had to get up to find WHO called my name. By the time I got to the hallway a person wearing dark green scrubs  was walking away from me expecting me to follow them. Told me to sit in a chair that the door hit my knees after I sat down. I just had knee replacement in January of the year.  Took my vitals and never ask why I was her for.,Negative,Bedside Manners,-0.75,1/22/2025,Google,Competition
She came back after I asked the front desk to call her she told me it was unacceptable to bang on door If I needed to use bathroom do so before checking In got to room she commented on my pants being dirty I said Id bin cutting wood she said I smelled of It then said I bet you don't want a flue shot either I was shaking at this point my BP was 150 over 120 it's usually good at home a little high at the Dr office worst experience I ever had!,Negative,"Emotional Support, Bedside Manners, Communication",-0.75,7/7/2024,Yelp,Competition
"Was concerned when, after having been seen by Dr. Duru, I registered to get the blood work she ordered. The person typed It In, allegedly sent It to the lab, and said, ""You're all set."" The lab tech, seeing me there after taking care of two people who had arrived after we did, asked who I was. She had no record of me needing blood drawn. I had to go back to the registration desk and repeat the process. Eventually, I received the blood draw.",Mixed,Communication,0,3/31/2025,X/Twitter,Competition
"In the past, I had amazing care, but since Dr. Richman retired, aside from seeing Flora Stondell a few times after that, I don't even know who my care team Is anymore. I haven't even met my MD, apparently Dr. Jonas. I feel like an afterthought and irritation. I would be more likely to recommend finding a provider where care providers weren't constantly changing and patient hand-offs and long term follow up was done in a more thoughtful way.",Mixed,Staff (or Other - Long Term Follow-up),0,10/25/2024,X/Twitter,Competition
"In my weekly follow up calls to a referral, I was first told all was fine and to call back in 10 days.  When I did call, I was told there was no record of my call, and nothing had been done with the referral.  The second person made a better effort, but it still required 3 calls from me to get someone to look at my referral and to contact me for an initial appt.  After that, it was great, but the beginning was bad customer service at best.",Mixed,Other (Customer Service),0,12/22/2024,X/Twitter,Competition
I was informed the day before my appointment that it was canceled because the doctor had a meeting to go to and trying to get a new appointment before he retired and we left the country for a vacation was very difficult. I also dislike the fact that I could never talk to the office itself I'd have to go through intermediaries that pass on messages. It is very inconvenient and frustrating to not be able to talk to my doctors office itself.,Negative,Communication,-0.75,10/6/2024,Yelp,Competition
"I have had problems trying to contact the scheduling department by phone.  Many minutes on hold and still did not get a person to help me.  The web portal would be helpful if I could get a timely response to my issue.  With the distance I travel and the time between checkups following surgery, it would be very helpful to even leave a message for the doctor or her associates.  Scheduling at site is very easy and the staff are very helpful.",Mixed,Communication,0,4/30/2025,Google,Competition
Video visit was poor.  Office staff did not confirm we were on and it's confusing to sit and wait and wonder if we're logged on without any communication from office staff especially since no one came to the video visit and we had to initiate the call to see if our visit was still occurring.   I think would have been good to have some communication from office staff if he was running late or having technological difficulties from his end.,Negative,Communication,-0.75,11/26/2024,Google,Competition
"We have been with this practice for 11 years now and I am still so pleased with the attention to detail and level of care. When friends ask for recommendations, I do tell them about Dr. K and will now tell them about Dr. Rafael too, but the office is so busy that I cannot get my kids in when they need to be seen. We got lucky with appointments with Dr. Rafael this week I believe because she just started this week and had an open schedule.",Mixed,Emotional Support (Staff),0,4/15/2025,Google,Competition
I was told to wait in the car and someone would come out and test me. It was a hot day and I waited at least 45 minutes in the car.  I called UC Davis and told the lady I was waiting and no one had come out yet. Still waiting she said she would contact them. About ten minutes later a nurse came out and and gave me a COVID test. I thanked her and as I felt poorly went right home. She advised  I would get a message re results of the test.,Mixed,Wait Time,0,1/10/2025,X/Twitter,Competition
"When I am in my appointment, the Dr is always pleasant and understanding of my questions and explain the simplest way possible. The only problem I have with that office is, the respond I receive when I send a message through my chart. I never get a direct respond from the doctor. Usually one of the nurses is the one who responding, and I don't think the Dr even knows about my message/concerned. Some of the nurses are very argumentative.",Mixed,Communication,0,7/3/2024,X/Twitter,Competition
"Referals are not always easy and can take too long to be seen but was able to get in within a couple weeks here, although the doctor he referred me to next is a devastating 4 months to get to see!!. This is so bad when your needing it desperately and in constant chronic severe pain. Its always the same and extremely depressing . Please get more doctors so we don't have to wait SO long.. It not right. Im stuck not being able to get help!",Mixed,Referral,0,1/25/2025,Yelp,Competition
"I arrived ten minutes before my appointment was supposed to begin. It was supposed to start at 1:45. I was brought into the room at 2, I didn't leave the clinic until 3:15. Nobody told me what was going on. I just sat around for over an hour. It wasn't until 2:45 that I left the room and asked the nurses where my doctor was and they told me he was in a surgery. Which I found very confusing, since he was supposed to see me an hour prior.",Negative,Wait Time,-0.75,5/9/2025,X/Twitter,Competition
"WEIRD.  Informed at arrival that more images needed.  I wanted to know why.  Answer from front desk ""Are you refusing?"". What the?  My point is if additional images needed why not let me know ahead of time.  Furthermore as an educated person I would like to redo the standing scan as I can put my body into a shape to show usual alignment.  On rare occasions a person may know more than doctors.  Ph.D. In Cultural Historvof the Human Body.",Negative,Other (Education/Knowledge Expectations),-0.75,12/12/2024,Google,Competition
"The doctor asked me to put on a gown and left the room, but there was an unknown person that stayed in the room at the computer, watching me. This made me feel uncomfortable, and did not allow me privacy to change, especially with this being in a very small room. Additionally, the unknown staff member did not introduce herself to me, did not show any form of ID, and was not wearing a uniform to indicate they were a medical professional.",Negative,Emotional Support / Bedside Manners / Privacy,-0.75,12/24/2024,Yelp,Competition
"You don't rule out ms then after two treatments decide the brain is shrinking and tell someone that they have ms-c with no hope there is no doubt about it is booster related I keep telling everyone but they ignore me till it to late ms don't start over night it.Progresses over time. I would like to see a brain specialist , if someone can refer me that would be great. I just want to get to the bottom of this and get a concrete diagnosis.",Negative,"Emotional Support, Referral (Other)",-0.75,10/21/2024,Yelp,Competition
"Emailing Dr via My Chart - the nurses you have handling the emails don't read the actual messages before they respond and I learned the Drs are not instructing them on what to say, being consulted, or even seeing my messages unless they forward them. It has caused me a lot of frustration. It used to be a much better system than it is set up today. I was upset with my Dr by the responses I was getting until I learned what was happening.",Negative,Communication,-0.75,11/28/2024,X/Twitter,Competition
About 20 minute wait in exam room. Didn't see anyone in clinic when I came in. Appointment was at 11:30. Waited 15-20 minutes before the doctor came to examine me. Then he was in a rush to get to lunch. Covered everything briefly. He told me that I could read the summation of the visit on my own. Had to order my own splint from Amazon as nothing was available. Had to go to Covell Street Clinic to get x-rayed. Never set up return visit.,Negative,Wait Time,-0.75,2/17/2025,Google,Competition
"While there were no delays for this visit, I have encountered significant delays during past visits.  They sit you in the room and sometimes I have waited in the room for 30 minutes ir more with no communication. On 8/2 when I went in for a dressing change post-op, I waited for about 45 minutes in the room after the MD saw me for the nurse to come and change the dressing because nobody has communicated that the Dr. Had already seen me.",Mixed,Wait Time (or Communication),0,10/27/2024,X/Twitter,Competition
"I was disappointed on how I was welcomed at check in desk...I felt like a number rather than a person. At Sutter they thank you for completing online check-in. The check-in person just acknowledged that I had completed the online check-in and told me to wait at the grey area to be called for my appointment. I believe one can be pleasant and efficient at the same time.  BTW, I was the only one in line...so no volume of patients in line.",Mixed,Staff (specifically Bedside Manners),0,12/5/2024,X/Twitter,Competition
"Tiffany is the perfect example of what a health care provider visit should entail: patience in listening, asking questions to clarify, positive demeanor, concern, confidence in the answer when the answer is clear and awareness of when to re-direct without being dismissive.  Also outstanding communication with the team (resident/MD) that gives the patient confidence that Tiffany is going the extra mile to make sure all is taken care of.",Positive,"Emotional Support, Communication",0.75,12/26/2024,X/Twitter,Competition
Did not get informed from her staff about the delay. She was only 15 min behind. Wish the staff could have tested with me prior to the visit. Then it could have been a video visit instead of phone only.I had not logged in correctly but did by the time she wanted to talk but that was too late to see each other. I did not want to waste her time. Phone is more impersonal. Wish her notes about the visit did not have so much cut and paste.,Negative,Communication,-0.75,12/5/2024,X/Twitter,Competition
"I had arrived early for my appointment due to freeway and also campus construction and parking concerns. I was treated respectfully and taken to an exam room, but the doctor was delayed with another patient, which I was advised and understand, so the wait was considerable. It was the end of the day, and we were all tired. Most staff had left by the time my appointment had ended. I had a number of questions that I needed to understand.",Mixed,Wait Time,0,4/10/2025,Google,Competition
"I had what I would call an urgent need to see Dr Brandt.  I needed his opinion because they wanted to do a laser procedure up here and my sight is so limited.  It took over a week to get a response to my request.  When they did give me the appointment they asked for the doctor's name, phone number, so they could get my records.  I provided all that through the portal.  When I got there this last Monday Dr Brandt had received nothing.",Negative,Emotional Support/Communication,-0.75,10/24/2024,Yelp,Competition
"It is a trial in patience to get in to see your PCP.  It is usually a minimum of three weeks, nothing immediate or sooner is open.  I was lucky to get a same day appointment with Dr. Jerant. There is a two to three day wait to receive a message response back through My Chart.  Depending on the nurse, they will message you rather than call you directly to schedule an appointment. It is frustrating when you have to wait for a response.",Negative,Wait Time,-0.75,11/11/2024,Yelp,Competition
"Unfortunately it took many tries and reaching out to Dr. Toprani directly to finally get a call back from the Neurology clinic.  However, once we did get the initial call, the staff that I interacted with was very responsive and helpful.  Dr. Toprani herself was extremely easy to communicate with and responsive, but of course we preferred to not bother her as we know that her administrative staff are the ones who handle her schedule.",Mixed,Staff (Communication),0,1/16/2025,Yelp,Competition
"My appointment was cancelled & rescheduled a few times. Since I did not have any issues or problems with my scleral lenses or my eyes, the delays were not a problem. The staff in the office were diligent in contacting me via phone, mailing letters, and updating MyUCDavisHealth app to make sure I was notified of the cancellation and rescheduled appointment dates. Whenever I spoke with any staff by phone, they were always very helpful.",Mixed,Staff (Communication),0,5/19/2025,Yelp,Competition
"When the clinic first called me after receiving my referral they made me an appointment 5 months out. But, the scheduler called me repeatedly trying to move my appointment up when they were cancellations. Some of the times I was unable to get back to her quickly enough (I was out of the country for a week) but she kept trying and finally got me in within a month of the referral. That was really excellent customer service on her part.",Mixed,Communication,0,6/15/2025,Google,Competition
"I arrived at the clinic at 945am per request for a 10am appt. There was a sign stating 20-30 min delay and I wasn't seen until 1045. I notified the nurse that this happened the previous visit and that the scheduler should think about scheduling the fast appts first before the surgeries. I was delayed for a surgery appt and my appt was only 5 minwaiting over an hour, being late for my own meeting, for a 5 min appt is really upsetting.",Negative,Wait Time,-0.75,9/18/2024,Yelp,Competition
"I don't know how well they worked together, I never really saw more than one at a time, unless you count the Dr and his loyal scribe.  Like I said before, recommending a medical place is TOTALLY different than recommending a restaurant.  Between the blood sucking insurance corps and bank account balances, most people I know go where they can afford services, or they already have providers that are asking them to recommend me to them.",Mixed,Other (Recommendation),0,3/15/2025,Google,Competition
"I had written a letter to the doctor expressing my concerns that he attempt to communicate clearly his diagnosis.  I have a Ph.D. In physical movement.  He was not tuned in.  His intern tried to explain MRIs.  Well, the appointment was fast but I could have easily been invisible.  Is it because I am female, too well-educated, too old to bother with??  THIS DEPARTMENT REALLY NEEDS SERIOUS WORK IN  ENGAGING PATIENTS WITH THEIR HEALTH.",Mixed,Communication,0,1/20/2025,Yelp,Competition
"The time from the waiting room to exam room was quick. The 1 hour and 15 minute delay without communication after being roomed was not nice. The physician's assistant, Surgeon and Dietician were very pleasant to speak with and the exam and consultations went smoothly with those 3. Due to lack of communication from the facility, I won't be able to give feedback on the psychologist since they are scheduling out 4 months in the future.",Mixed,Wait Time (includes Communication),0,9/23/2024,Yelp,Competition
"I had to wait three months to see someone. The clinic had a cancellation, so my wait was reduced by a month. I called to address a specific problem, which was no longer a problem by the time I saw someone. My visit dealt with more general questions, which were handled reasonably, personably, and intelligently. I am still getting used to a system that handles acute symptoms only in dic-in-the-box or hospital emergency room settings.",Mixed,Wait Time,0,3/18/2025,X/Twitter,Competition
